,Date,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,shares,Open,High,Low,Close,Volume,OpenInt
26,2/13/2013,0.118421053,0.092105263,0.184210526,0.118421053,0.302631579,0.013157895,0.477581817,0.16019778,0.043864809,0.014918554,0.750336875,0.249663125,0.392817873,0.105245215,0.804754785,-0.246542273,-0.497519841,-0.106858292,0.285010771,0.073841341,0.361718552,0.157540172,3223.328947,390.06,392.68,389.98,391.43,2396340,0
27,2/14/2013,0.152941176,0.117647059,0.152941176,0.094117647,0.117647059,0.141176471,0.451879228,0.145797411,0.043589906,0.014867405,0.721921425,0.254549163,0.371510678,0.12379972,0.719475427,-0.250495748,-0.449297386,-0.112411298,0.248406332,0.142356336,0.35458832,0.170507597,2246.788235,389.86,394.37,388.88,393.91,3470438,0
28,2/15/2013,0.133333333,0.083333333,0.15,0.05,0.2,0.216666667,0.467071383,0.133748676,0.041068472,0.016560648,0.705711838,0.294288162,0.371890493,0.10530303,0.726944444,-0.266587612,-0.500191799,-0.115789326,0.351603535,0.060839646,0.346666667,0.180511364,4020.916667,393.7,396.63,393.54,396.44,5459434,0
29,2/19/2013,0.013888889,0.097222222,0.236111111,0.097222222,0.291666667,0.111111111,0.455427201,0.139472676,0.044552556,0.015657413,0.727702956,0.272297044,0.372082085,0.098400673,0.77962963,-0.262514457,-0.489707341,-0.114241623,0.278924062,0.075376834,0.349283911,0.183501834,2738.777778,398,403.5,397.64,403.42,5865648,0
30,2/20/2013,0.08,0.133333333,0.173333333,0.08,0.213333333,0.106666667,0.438702531,0.133566724,0.041749807,0.016038531,0.709863492,0.276803175,0.358761578,0.103500577,0.78,-0.239843507,-0.445759259,-0.104743386,0.232089338,0.122013356,0.351466218,0.162729405,3289.093333,402.65,404.48,395.9,396.23,5529102,0
31,2/21/2013,0.025974026,0.103896104,0.181818182,0.090909091,0.25974026,0.064935065,0.468135729,0.147233481,0.045933173,0.016200965,0.735257302,0.264742698,0.375846825,0.112175184,0.780519481,-0.224396148,-0.444733045,-0.088033395,0.276146202,0.142601572,0.335397809,0.184268239,3334.285714,399,402.72,395.61,397.76,7015872,0
32,2/22/2013,0.055555556,0.074074074,0.185185185,0.074074074,0.240740741,0.148148148,0.480871146,0.111937348,0.042166978,0.018757074,0.683815024,0.316184976,0.381225682,0.115878227,0.769444444,-0.298947965,-0.536445473,-0.136452822,0.40199535,0.116669473,0.353722944,0.247786195,2653.611111,399.63,400.62,396.9,399.86,4108100,0
33,2/25/2013,0.050632911,0.202531646,0.126582278,0.025316456,0.303797468,0.113924051,0.474538189,0.193203716,0.044224264,0.014364963,0.767025,0.232975,0.427217995,0.11956888,0.842405063,-0.250162368,-0.45394565,-0.122269942,0.296299112,0.135590306,0.360434133,0.225214395,3004.101266,401.15,404.2,395.24,395.38,4613578,0
34,2/26/2013,0.123287671,0.123287671,0.150684932,0.054794521,0.246575342,0.136986301,0.454982148,0.132955611,0.04212638,0.015739278,0.698507932,0.274094807,0.362352732,0.103437111,0.7043379,-0.248604267,-0.466063275,-0.110178843,0.266503588,0.098219475,0.364573326,0.121735456,2764.520548,397.5,397.98,392.2,395.06,4408138,0
35,2/27/2013,0.098591549,0.14084507,0.225352113,0.070422535,0.197183099,0.154929577,0.451366045,0.127828287,0.040673135,0.01632161,0.726008018,0.273991982,0.351114579,0.091558899,0.736032864,-0.221649849,-0.45721831,-0.096389448,0.237103429,0.037010955,0.358084365,0.097218666,3475.380282,397.4,402.38,395.56,399.89,4052802,0
36,2/28/2013,0.060606061,0.136363636,0.257575758,0.075757576,0.196969697,0.121212121,0.458852397,0.149597003,0.044123936,0.014287524,0.746279099,0.253720901,0.360826093,0.099201266,0.754717631,-0.245479831,-0.437442881,-0.133510702,0.293681949,0.068945953,0.383948249,0.160278106,6751.787879,400.55,403.5,400.52,400.6,4531448,0
37,3/1/2013,0.075471698,0.20754717,0.169811321,0.056603774,0.169811321,0.188679245,0.463027057,0.143328181,0.043759764,0.015559211,0.736678351,0.263321649,0.377080828,0.13286674,0.749213836,-0.267005853,-0.481367925,-0.132070576,0.26156341,0.066478124,0.336167946,0.125335566,3073.566038,398.94,403.57,398.08,403.1,4350850,0
38,3/4/2013,0.076923077,0.138461538,0.230769231,0.076923077,0.184615385,0.107692308,0.462969718,0.140371854,0.043315617,0.016430585,0.732524246,0.267475754,0.369370031,0.098635198,0.770384615,-0.243725507,-0.472423687,-0.113427022,0.31022533,0.074459984,0.347466977,0.176254856,2815.076923,402.65,411.42,402.5,410.75,5551370,0
39,3/5/2013,0.090909091,0.227272727,0.121212121,0.045454545,0.242424242,0.106060606,0.451823667,0.151051372,0.04364554,0.01694641,0.741044345,0.258955655,0.380095328,0.103219205,0.797979798,-0.251294463,-0.476157407,-0.113089226,0.213007091,0.090176258,0.377902,0.118627436,3261.818182,414.5,420.08,414.45,419.3,8088468,0
40,3/6/2013,0.057971014,0.086956522,0.231884058,0.144927536,0.202898551,0.101449275,0.450403435,0.160418856,0.047421313,0.014748845,0.751862735,0.233644511,0.363847523,0.09051603,0.77294686,-0.245297245,-0.479333448,-0.115435933,0.274432733,0.090876153,0.335456009,0.124692578,3263.710145,420.52,422,414.4,415.69,5746896,0
41,3/7/2013,0.085714286,0.114285714,0.214285714,0.171428571,0.171428571,0.114285714,0.468515451,0.13516796,0.048717672,0.018016133,0.727327629,0.272672371,0.347624997,0.092090909,0.756904762,-0.252665329,-0.517346939,-0.097532269,0.290963049,0.086085086,0.300592507,0.139180324,3687.485714,417.03,418.31,414.79,416.3,4107076,0
42,3/8/2013,0.095238095,0.095238095,0.158730159,0.126984127,0.222222222,0.079365079,0.468618652,0.14730269,0.045742178,0.014972162,0.75850398,0.24149602,0.35344283,0.087602213,0.81521164,-0.26257925,-0.521041194,-0.121000252,0.253167388,0.08775974,0.367308802,0.136860269,2399.730159,417.25,417.46,412.52,415.76,5823866,0
43,3/11/2013,0.03125,0.15625,0.1875,0.09375,0.21875,0.109375,0.460109736,0.118057777,0.042700554,0.016773325,0.724080578,0.275919422,0.337653419,0.091608665,0.719661458,-0.266770227,-0.486464534,-0.128112599,0.273095858,0.046779514,0.376773934,0.151657986,3590.09375,415.84,419.85,415.75,417.41,3191356,0
44,3/12/2013,0.057971014,0.115942029,0.188405797,0.086956522,0.15942029,0.202898551,0.444673778,0.134807343,0.046362201,0.016535645,0.753146083,0.246853917,0.349517618,0.082647123,0.79689441,-0.232886195,-0.453341385,-0.096109386,0.223102401,0.095044649,0.350206778,0.132001171,3485.869565,415.36,415.94,411.84,413.8,4017958,0
45,3/13/2013,0.1,0.15,0.2375,0.0625,0.1875,0.1375,0.450478687,0.131907679,0.041298827,0.014112073,0.725894715,0.249105285,0.348007728,0.097907197,0.734479167,-0.247303679,-0.45389881,-0.122073413,0.313730159,0.11367289,0.328174603,0.186482233,4440.0125,413.95,415.34,411.16,412.66,3282800,0
46,3/14/2013,0.077922078,0.103896104,0.168831169,0.025974026,0.311688312,0.142857143,0.456619226,0.14913149,0.044594387,0.015002385,0.750955409,0.249044591,0.362276767,0.103924636,0.766688312,-0.227697577,-0.462043908,-0.104205318,0.256557223,0.132007224,0.331672008,0.162454555,3812.558442,413.08,413.5,408.7,410.77,3302222,0
47,3/15/2013,0.105263158,0.140350877,0.192982456,0.070175439,0.192982456,0.122807018,0.452234468,0.13060406,0.04311537,0.017449596,0.697543316,0.284912824,0.358512108,0.102878218,0.741626794,-0.264079043,-0.469030214,-0.138415483,0.258379851,0.084070973,0.375538278,0.149275651,4019.736842,409.25,410.15,406.67,407.15,6199582,0
48,3/18/2013,0.064516129,0.209677419,0.209677419,0.048387097,0.241935484,0.14516129,0.436917557,0.120877632,0.043766062,0.017221812,0.728246933,0.271753067,0.348396843,0.088875332,0.756451613,-0.247101797,-0.498387097,-0.109626216,0.281064679,0.090990551,0.33829016,0.141976214,2868.306452,402.5,406.38,400.74,403.9,3677104,0
49,3/19/2013,0.133333333,0.066666667,0.133333333,0.05,0.316666667,0.133333333,0.466487596,0.144402326,0.041892156,0.015054332,0.726413157,0.256920177,0.362886634,0.107676768,0.730050505,-0.238654709,-0.45712963,-0.112622354,0.254439033,0.072258297,0.399565296,0.113924964,2914.066667,405.62,409.62,403.22,405.66,4196352,0
50,3/20/2013,0.071428571,0.125,0.142857143,0.089285714,0.196428571,0.125,0.465053209,0.120934409,0.042138969,0.0174583,0.714185223,0.285814777,0.358124244,0.092636634,0.757440476,-0.2494832,-0.435168651,-0.135675312,0.244930813,0.0963532,0.368164425,0.106418135,3387.375,408.42,408.76,405.72,407.36,2928244,0
51,3/21/2013,0.061538462,0.138461538,0.230769231,0.076923077,0.215384615,0.107692308,0.448486463,0.127440888,0.04173461,0.015510703,0.723221484,0.276778516,0.353073005,0.094277389,0.763076923,-0.261878404,-0.463681319,-0.11210834,0.283419775,0.051308275,0.373380925,0.167526224,3242.323077,405.64,408.46,404.92,405.63,2955180,0
52,3/22/2013,0.053571429,0.125,0.142857143,0.053571429,0.214285714,0.178571429,0.476209338,0.129888834,0.04527103,0.019002637,0.718939568,0.281060432,0.373614234,0.097660985,0.791964286,-0.279821593,-0.563888889,-0.110445011,0.334608199,0.050611343,0.34906527,0.217079597,3716.821429,407.37,407.62,404.82,405.16,2983356,0
53,3/25/2013,0.053571429,0.214285714,0.232142857,0.089285714,0.178571429,0.107142857,0.456523642,0.128364052,0.041978634,0.017175517,0.716978323,0.265164534,0.358873875,0.103574134,0.741071429,-0.25290742,-0.470471939,-0.113886709,0.293584763,0.083876875,0.36708314,0.153445327,3910.375,406.2,409.62,403.41,404.82,3425368,0
54,3/26/2013,0.057142857,0.142857143,0.185714286,0.071428571,0.242857143,0.142857143,0.457316715,0.129535952,0.042412677,0.017031788,0.719311389,0.280688611,0.354694167,0.09545671,0.752857143,-0.239565571,-0.463035714,-0.114050454,0.24379329,0.065048701,0.373349567,0.158728355,3153,406.75,407,403.9,406.21,2383824,0
55,3/27/2013,0.078125,0.25,0.15625,0.03125,0.203125,0.125,0.456798668,0.12603891,0.046070998,0.020814635,0.700047892,0.299952108,0.371933053,0.094827178,0.781640625,-0.238713342,-0.454780506,-0.096930804,0.278423352,0.058650061,0.323522784,0.158010856,2711.28125,403.32,403.5,400.66,401.33,4326590,0
56,3/28/2013,0.047619048,0.063492063,0.285714286,0.031746032,0.238095238,0.174603175,0.436232649,0.1203931,0.040814084,0.015908526,0.700317514,0.28380947,0.342457497,0.09660448,0.722005772,-0.242050722,-0.433493953,-0.11000252,0.239042924,0.062256064,0.352639204,0.116224318,8915.460317,402,402.68,396.65,397.1,4575424,0
57,4/1/2013,0.05,0.2,0.116666667,0.15,0.266666667,0.083333333,0.458661371,0.09228101,0.039386895,0.022590232,0.640967389,0.342365944,0.363949116,0.10964899,0.764444444,-0.29368468,-0.530717593,-0.127275132,0.248415103,0.099265272,0.328247956,0.192585378,2446.566667,397.5,401.12,396.62,400.6,3614560,0
58,4/2/2013,0.070422535,0.169014085,0.23943662,0.084507042,0.183098592,0.112676056,0.451772195,0.135692471,0.042532845,0.015021218,0.747548819,0.252451181,0.365104541,0.093731327,0.768812877,-0.276625289,-0.471638377,-0.13074279,0.312436335,0.033003983,0.331507327,0.184881918,3219.549296,402.27,407.42,402,406.52,4083152,0
59,4/3/2013,0.050847458,0.186440678,0.152542373,0.050847458,0.271186441,0.118644068,0.43720134,0.099587018,0.037533026,0.018278695,0.675297177,0.30775367,0.347623384,0.084931947,0.727966102,-0.270059387,-0.502589454,-0.105165456,0.293849512,0.009575629,0.349653313,0.146298793,2496.152542,406.73,407.1,400.34,403.1,3477106,0
60,4/4/2013,0.074074074,0.098765432,0.148148148,0.185185185,0.222222222,0.135802469,0.456247548,0.12998576,0.043449107,0.016512717,0.734463544,0.265536456,0.35174634,0.088775854,0.740917108,-0.257393223,-0.485288066,-0.128662062,0.263747038,0.05255487,0.354827597,0.129132373,2424.493827,402.73,402.88,395.65,397.54,4896004,0
61,4/5/2013,0.170731707,0.146341463,0.073170732,0.048780488,0.268292683,0.073170732,0.480456201,0.131260738,0.041310737,0.016490963,0.726352233,0.273647767,0.36743999,0.096101256,0.757317073,-0.311638537,-0.533841463,-0.177269648,0.262906504,0.053150407,0.407825203,0.125711382,3849.170732,393.03,393.5,388.2,391.52,6867788,0
62,4/8/2013,0.071428571,0.142857143,0.261904762,0.047619048,0.166666667,0.119047619,0.463432659,0.098100923,0.037075412,0.018448322,0.652331337,0.347668663,0.348241569,0.087077149,0.728826531,-0.265429389,-0.516997354,-0.108238851,0.329960317,0.035984848,0.371626984,0.105032468,4075.452381,389.42,389.78,384.2,387.42,5664636,0
63,4/9/2013,0.105263158,0.184210526,0.157894737,0.118421053,0.236842105,0.052631579,0.469558849,0.133071472,0.044234665,0.01598346,0.731973,0.268027,0.364402409,0.111623377,0.73106203,-0.277115847,-0.507730263,-0.13241698,0.22106165,0.027222768,0.371772708,0.1290372,2548.894737,387.75,391.88,386.56,388.82,4314676,0
64,4/10/2013,0.061538462,0.230769231,0.215384615,0.061538462,0.215384615,0.092307692,0.449115407,0.104472453,0.041641787,0.021545983,0.659515057,0.325100328,0.359444113,0.091940559,0.77,-0.249978899,-0.499679487,-0.109496337,0.245537648,0.028584064,0.325738854,0.122443908,2610.538462,391.44,396.18,388,395.09,3957524,0
65,4/11/2013,0.098360656,0.147540984,0.229508197,0.114754098,0.098360656,0.163934426,0.473841718,0.120044895,0.042888187,0.019007065,0.70300656,0.29699344,0.367439544,0.086444362,0.780737705,-0.292343649,-0.553151835,-0.132252447,0.311705462,0.084828969,0.369481111,0.19029345,2698.147541,396.44,396.55,392.03,395.2,4057532,0
66,4/12/2013,0.120689655,0.189655172,0.120689655,0.068965517,0.224137931,0.103448276,0.473466744,0.146299031,0.043917173,0.018512272,0.716263215,0.283736785,0.388673127,0.103287618,0.811637931,-0.275536639,-0.5153633,-0.12518815,0.274031758,0.043058479,0.368480557,0.136161927,2878.017241,395.98,396.05,391.46,395.02,3273258,0
67,4/15/2013,0.094339623,0.075471698,0.169811321,0.056603774,0.20754717,0.283018868,0.45319942,0.103442578,0.038743759,0.017803998,0.664640528,0.316491547,0.344171418,0.094725557,0.724213836,-0.275713972,-0.533490566,-0.119927373,0.255315963,0.048749626,0.390326445,0.15367625,15812.69811,392.98,398.5,388.51,390.96,4908034,0
68,4/16/2013,0.085714286,0.142857143,0.171428571,0.085714286,0.271428571,0.171428571,0.457075595,0.12727963,0.040711389,0.015811554,0.730679611,0.269320389,0.342805627,0.090151515,0.725,-0.24114741,-0.458015873,-0.111023243,0.185409091,0.053054113,0.374305195,0.093054113,2944.342857,393.3,398,391.96,396.68,3483948,0
69,4/17/2013,0.076923077,0.138461538,0.215384615,0.123076923,0.184615385,0.138461538,0.445225917,0.126214815,0.040869307,0.01862192,0.696556533,0.288058851,0.352035427,0.087886946,0.775128205,-0.24528805,-0.491410256,-0.103547009,0.191630592,0.066429959,0.373347763,0.105746198,3575.523077,393.48,395.42,389.05,391.28,4073956,0
70,4/18/2013,0.014705882,0.191176471,0.176470588,0.102941176,0.220588235,0.191176471,0.476143634,0.127856393,0.044731094,0.018333599,0.711546924,0.288453076,0.368728421,0.096877228,0.780864846,-0.267647061,-0.552757353,-0.099273459,0.248144152,0.080774234,0.355133159,0.151726403,4976.764706,392.68,392.9,380.63,382.96,6650796,0
71,4/19/2013,0.1,0.175,0.1,0.075,0.25,0.225,0.460886236,0.118683241,0.038140765,0.016909325,0.697205029,0.302794971,0.36629776,0.127560606,0.745,-0.256192423,-0.466493056,-0.123500458,0.261883117,0.047617695,0.342435065,0.145969968,2260.625,384.58,401.72,383.13,399.94,11607522,0
72,4/22/2013,0.125,0.142857143,0.214285714,0.071428571,0.142857143,0.214285714,0.448227619,0.142466957,0.04516572,0.015869545,0.735624884,0.264375116,0.361812026,0.083617424,0.769642857,-0.258463982,-0.500616497,-0.10203264,0.22388541,0.092378633,0.345145202,0.168807205,2958.678571,400.3,401.98,387.5,400.06,5766814,0
73,4/23/2013,0.118644068,0.169491525,0.237288136,0.06779661,0.186440678,0.101694915,0.453876105,0.135776001,0.043768364,0.017631515,0.724982363,0.275017637,0.364922534,0.093534926,0.760169492,-0.231086509,-0.467467043,-0.090703835,0.271777093,0.073898947,0.357883924,0.145085388,3899.661017,400.5,407.75,400.18,403.95,4586600,0
74,4/24/2013,0.064102564,0.179487179,0.179487179,0.076923077,0.217948718,0.153846154,0.420814723,0.125728603,0.042167738,0.01710601,0.706404781,0.280774706,0.358224566,0.099901904,0.768910256,-0.238265026,-0.47752849,-0.103370472,0.254916149,0.084861435,0.327300246,0.156086506,2603.615385,404.42,409,404,406.72,3658302,0
75,4/25/2013,0.028169014,0.183098592,0.225352113,0.070422535,0.197183099,0.126760563,0.436415915,0.117848595,0.043094857,0.017652824,0.714701787,0.285298213,0.34893623,0.10136577,0.739788732,-0.249229753,-0.484467919,-0.110476749,0.289994513,0.101202671,0.345015548,0.166460887,2582.647887,408.12,408.24,403.82,404.55,3984602,0
76,4/26/2013,0.078431373,0.254901961,0.156862745,0.058823529,0.294117647,0.058823529,0.459068387,0.146201535,0.043060804,0.017245845,0.73064278,0.26935722,0.372029195,0.103951277,0.806862745,-0.228838203,-0.456862745,-0.079190009,0.236378491,0.052792632,0.363621509,0.130243613,3166.54902,403.82,403.87,398.29,400.71,4975274,0
77,4/29/2013,0.118644068,0.118644068,0.237288136,0.016949153,0.186440678,0.152542373,0.43274633,0.14092427,0.045037745,0.015837236,0.74115143,0.25884857,0.367401748,0.090552131,0.803107345,-0.276524232,-0.533215631,-0.113835082,0.215776408,0.01684643,0.343074816,0.1394453,2397.881356,401.62,411.35,401.5,409.53,4603268,0
78,4/30/2013,0.09375,0.171875,0.25,0.0625,0.21875,0.0625,0.442755353,0.120113024,0.041557182,0.017862306,0.703258462,0.296741538,0.356914718,0.092406487,0.764453125,-0.247194123,-0.479383681,-0.104086062,0.240991951,0.08521149,0.351006155,0.146062184,3948.234375,409.5,413.82,408.84,412.28,4846880,0
